deficiency_code,PortId,VesselGroup,age,deficiency_finding,description_overview,immediate_causes,root_cause_analysis,corrective_action,preventive_action,detainable_deficiency,adjusted_severity
1308,1081,Container,17.05681040383299,The rest hours record was not consistent with the drill record.,"On the 16th of September, the entry drill time for Second Officer was 10:00-11:00 instead of 10:30-11:45 because of a typing error.",There are human factors.,"The factors that affect a job are system factors, inadequate communication, and information.",To correct wrong entry.,The drill time for the second officer was changed from 10:00-11:00 to 10:30-11:45.,No,1
7105,206,Dry Bulk,12.736481861738536,The fire door is kept open by rope.,The same is missing from the place where the publication was received.,The crew on duty did not follow the rules.,The crew didn't comply with fire-fighting requirements.,The door was kept in automatic status by removing the rope from it.,Training was done for the crew to upgrade safety awareness.,No,2
3109,892,Dry Bulk,21.67008898015058,The engine room hatch cover is permanently open.,Several manholes were not secured.,Poor order.,Poor practice and poor work standards.,The engine room hatch cover was closed after all ship staff were briefed about the consequences of keeping the hatch open.,Next three months training records will be shared with office to verify compliance effectiveness.,No,1
15109,1122,Container,22.688569472963724,The maintenance of the ship and equipment is not ensured by the implementation of SMS.,The master failed to report the malfunction of the ship compass gyro.,"The flap cannot move due to rusty and no greasing, the cause being lack of inspection and maintenance.",An additional audit is required due to the deficiencies in the ISM and lack of proper system implementation.,The internal audit is performed by the company's auditor.,The monthly safety committee meeting will include the participation of all officers and crew to discuss the deficiencies.,No,2
7103,2597,General Cargo,14.313483915126625,"The decks, bulkheads and penetrations are not required.",Several fire/ventilation flaps frames are missing screws.,The closing of funnel flaps was delayed and the tool was not available.,The vessel's condition was neglected by previous management and overlooked by the responsible officer since the ship's construction.,The crew was given additional instructions on how to operate the funnel flaps.,The officer will improve his monitoring and control in implementing maintenance on deck.,No,2
4107,3188,Dry Bulk,12.821355236139633,"According to the manual of the manufacturer, the life expectancy of magnetron is 2000-2000hrsl, but X-band and S-band radars have 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611","During every navigation watch, the X-band and S-band radar performance monitor is checked and found to be in order.",The X-band radar on the vessel stopped working shortly before it arrived in Rotterdam.,"As per company policy, the 'S' band and X band Radar magnetron to be replaced every 10000 hours, always in relation with successful Radar Performance Test of each Radar.",The X-band was replaced with a spare Magnetron.,"In order to increase their awareness and future compliance, an issue was discussed with the crew.",No,2
9298,3031,Chemical,7.162217659137577,The lining of the Bunker Line was found frozen.,The company's planned maintenance system has clear guidance for care and maintenance of the Bunker line and its associated valves and connections.,The broken drain cock for the U type line on the port side main deck was not found during a routine inspection and was not maintained in good condition.,The vessel Bunkering of VLSFO Bunker was carried out after the last inspection of the Bunker line and associated.,"After being pointed out by the inspector, the vessel immediately cleared the frozen drain valve and the operation of the drain valve was verified by the PSCO.",The senior management was briefed on the importance of checking and maintaining the Bunker line as per the company's planned maintenance system.,No,2
7116,2135,Dry Bulk,11.16495550992471,The battery room can't be closed from outside.,loosened bolts for hinges caused the fire protection door to not be fully closed.,There was no handler on the ventilation.,The original type and design was delivered.,The ventilating can be opened and closed from inside and outside.,"As a lesson learned, self-check and conduct the retrofit work on fleet vessels.",No,2
10102,3038,Dry Bulk,1.431895961670089,The X-Band radar is not fully functional.,Master asked for service at the first port and the flag granted it.,The cam pin of the release system had an identification mark on it.,Wear and tear.,All watch personnel were made aware of the malfunction and were told not to rely on it.,"As soon as the degraded performance is noticed, the service must be requested immediately and the radars must be brought in full working condition.",No,2
7119,936,Container,10.82819986310746,There are a lot of loose boxes in the CO2 room.,Non-Conformity was rectified on April 12.,"Due to short passage and lack of awareness of situational importance of hygiene, the washrooms on the ship were not immediately cleaned and maintained.",The Chief Officer's failure to maintain vessel's proper housekeeping and hygiene condition is the root cause of the deficiency.,The boxes had to be removed immediately.,The monthly safety committee meeting with the participation of all officers and crew will discuss all the deficiencies.,No,1
10105,4146,Dry Bulk,7.12662559890486,There was a spare magnetic compass that had a bubble.,There is an alarm column in the workshop.,Sometimes the hammer was used for another job and not returned to its location.,There was no regularly inspected crew's overlook.,The specimen LIQUID was injected into the MAGNETIC COMPASS.,More training on how to inspect and maintain.,No,1
7116,2150,Dry Bulk,16.82135523613963,Several mushrooms on an open deck had no indication of the space they were in.,"The Hatch of E/R Sky lack of two nuts, the Access cover of S/G RM lack of three nuts, and the Access cover of Rope store lack of two nuts.",Instructions to the vessel were given to the company.,"As a result, they lacked any indication of the area they were serving.",The crew marked the mushrooms as appropriate after the completion of maintenance.,The deficiency along with corrective and preventive actions were discussed in the Safety Committee Meeting.,No,1
18418,331,Container,0.5284052019164955,A mooring safety pin is not installed.,The alarm system for CO2 Fire Extinguishing system for the main engine of the air space is not fitted to the vessel.,Failure to follow instructions.,The mooring operation procedure was not followed and the safety pin was not installed due to inadequate safety inspection.,The deficiency was fixed by PSCO after the mooring winch safety pin was installed.,Crew's situational awareness and knowledge should be promoted through consistent onboard training.,No,1
1201,1002458,Dry Bulk,7.923340177960301,There are three certificates for Master that have expired.,There is no copy of the certificate of safety training in the documents.,Delays of maintenance were caused by previous port restrictions.,The crewing company did not submit the renewal application on time.,The certificates should be renewed under the regulations.,All certificates should be maintained and followed up after application.,No,2
18499,1236,Dry Bulk,2.5489390828199863,Two A/B seaman and deck and engine cadets do not have access to social security protection.,There is a first aid kit in the engine control room.,The Filipino crew members did not comply with the company's complaint procedures.,The crew members never brought it to the attention of the company.,"The crew choose to arrange social security by their own, so company arranged extra payment to the crew, crew confirmed they will settle social security issue by their family at their local city and signed declaration letter","For Filipino crew members, the social security amount which is part of funding element of the salary scales of the CBA will be paid directly to crew onboard.",No,2
11107,1124,Dry Bulk,12.421629021218344,There is a rescue boat.,Not required.,The problem with the air conditioning system was caused by the failure of the compressor on the night before the inspection.,There was a machine failure.,Rescue boat stowage repairs were carried out at Tuzla shipyard.,All vessel's equipment must be checked to make sure it's working well before embarking on any passage.,No,1
10111,3417,Dry Bulk,16.89801505817933,Navarea warnings are not up to date with the voyage charts.,There was no fitness equipment in the gym.,NAVAREA warnings weren't updated properly.,MAster and OOW's did not check and verify the ENC's.,"All ENC's are updated, shown to PSCO.",All publications needed for the voyage are to be updated by the master.,No,2
3199,1122,Ro-Ro,11.526351813826146,The forecastle deck forepeak tank sounding pipe self-closing device was found to be faulty.,The forecastle deck forepeak tank sounding pipe self-closing device was found to be faulty.,Poor housekeeping.,There was a scheduled maintenance job that wasn't executed.,The Forepeak sounding pipe self-closing device is in good working order.,The crew is trained to look after the smallest details when carrying out routine jobs.,No,1
10109,4212,Dry Bulk,22.091718001368925,The anchor light is out of order.,There is a lack of familiarity with SSP Confidentiality on who is not authorized to look into the manual.,"During the self-inspection on the ship, the deficiency was not found in advance.","During the self-inspection on the ship, the deficiency was not found in advance.",The anchor light was replaced.,The daily maintenance and inspection of deck equipment will be strengthened in the future to avoid the occurrence of similar defects.,No,2
11129,1036,Oil,17.702943189596166,The forward hook release mechanism on the Starboard is faulty.,The port-side release mechanism was tested to see if it worked as it was supposed to.,3/O and C/O couldn't explain the operations of the release hook.,"This did not have an adverse impact on the release of the hook, but the bolt holding the mechanical arrangement was found to be loose.","Within 2 hours, a Maker's approved technician was dispatched to check and tighten the hook release mechanism and adjust the pull-push cable.",The arrangement of the mechanical cable is causing stress on the clamp and we are installing one more to make sure it doesn't happen again.,Yes,2
9128,3491,Dry Bulk,13.650924024640656,There is a lack of fruits and vegetables for the next 60 days.,The freefall lifeboat was found not to have been properly reset.,There was a failure to follow SOLAS regulations.,The terminal was restricted to purchase the provision in the port.,The company decided to take fresh provisions at the nearest available port.,"Company will share the deficiency to fleet vessel for reminding to keep taking fresh provisions, and also remind to discuss with company in case calling port have restriction to supply provisions.",No,2
16103,1797,Dry Bulk,7.299110198494182,The security level is not posted on the security station.,The board where the security level was written was not visible.,The vessel not update and poster on time was due to the port facility security level.,Duty officer will check from time to time to make sure that the security level is displayed in the correct place.,The PSC inspector was satisfied with the prompt action taken and closed out the deficiency with code 10 at the time of issuing the report itself.,The gangway watchkeeper will make sure the board on which the security level is written is visible and verified by the officer of the watch.,No,2
8105,1661,General Cargo,13.782340862422998,The oil machine is tested at the factory.,The oil mist detector test was unsatisfactory.,The acts are substandard.,The vessel didn't have a test plate kit for the oil mist detector or an alarm kit for testing the Main Engine Oil mist detector.,The original spare part was ordered and received after the test plate kit was fabricated.,The vessels in the fleet should be supplied with a test plate kit for the oil mist detector.,No,2
18318,3083,Dry Bulk,0.7200547570157426,The temperature in the meat room was too cold.,There is not proper storage of food in the fish and meat room.,The certificates considered of Bunker CLC not available onboard were construed as non-fulfilment of specified requirement.,"The refer unit was in auto defrost mode, but it was not realized and explained to the inspector during the inspection.","After PSC disembarked, crew monitored Meat Room temperature and confirmed that it was -18C.",The ship staff was trained to better understand the refer system.,No,1
15109,1160,Dry Bulk,6.617385352498289,"The Safety Management System failed to ensure compliance with element 10 of the ISM code as evidenced by deficiencies 1, 2, 3 and 4.",The company must take corrective action on the ISM system within 3 months.,The actions will be implemented according to the company's requirements and ISM Code provisions.,"In order to determine whether the ISM activities and results comply with planned arrangements and are suitable to achieve objectives, an additional ISM Audit should be conducted after the completion of the AMSA inspection.","For verification of corrective action purposes, additional internal audit has been carried out.",Class Society (BV) will conduct an external audit on the vessel within three months to determine if the ISM activities and related results comply with planned arrangements and if they are suitable to achieve objectives.,No,3
10118,2748,General Cargo,14.182067077344286,The display of the speed and distance indicator is blurry.,The SOLAS ch. V is Reg. 19.2.3.,The duty officer couldn't demonstrate properly to the PSC inspector.,Defective display speed and distance indicator speed.,The shore technician will repair the speed and distance indicator.,"If the equipment is found to be faulty, the ship staff should report it and fix it.",No,2
1337,741,Dry Bulk,2.1245722108145104,It is not possible to post a document on board where it is available to the sailors.,"In the crew mess room, it was observed that the certificates were not pasted.",Improper maintenance of transit areas.,There is an oversight by the master and management team.,The current certificate was posted immediately.,This finding is being shared with others.,No,2
14899,1633,Dry Bulk,0.7611225188227242,There is a need to perform manual cleaning of the backflush motor filter.,The discharge of water in a port is not required.,The sewage treatment plant was out of order.,Lack of Maintenance as per maker's procedures.,I don't know.,I don't know.,No,2
1132,1439,General Cargo,6.48870636550308,The cover letter for thennage certificate is different from the certificate.,"There is a cover letter for the Tonnage Certificate, but it is not available on board.",The endorsed certificate wasn't printed on the plane.,There was an inadequate issue of the Tonnage certificate.,The cover page was removed from the Tonnage certificate.,The certificates issued by the class will be checked to make sure they are in line with SOLAS regulations.,No,1
6104,1508,General Cargo,14.283367556468171,There were lashing devices found on the deck.,The starboard ship side plimsoll line was found to be rusty.,The door from the engine room to the deck is not closing correctly.,There was a lack of regular maintenance on the deck.,"To ensure the safety of cargo securing operations, lashing devices have been removed.","In case of assistance needed, they should inform the company and place an order for new lashing devices.",No,2
1199,1318,Dry Bulk,14.455852156057494,There is a valid SOC for fuel oil consumption reporting.,Not posted in a prominent place.,There was a failure to follow AMSA requirements during the inspection.,The relevant certificates were not delivered by the previous owners.,"In coordination with Class, the Naval Dept. confirmed that the vessel has a valid sco for the initial period of 2022.",The certificates were not delivered during the change of management.,No,1
18317,1134,Dry Bulk,9.593429158110885,The galley and provision room are not sanitary.,The inspector pointed out that the second officer didn't set up the station code.,There is a missing log in the official logbook.,The galley and provision store must be kept in a sanitary condition as per the requirements of the Maritime Labor Convention 2006 Management Manual.,The crew cleaned the galley and provision store.,Master should improve the inspection of the galley and provision store.,No,1
2133,1439,Dry Bulk,12.553045859000685,There is no removal kit on the board.,The material must be rectified before departure.,There was no procedure for what we have to do after the inspection.,The kit was not included in the manual.,The kit was placed marked.,The following up is done by office.,No,2
9226,3031,Dry Bulk,7.364818617385352,The crew couldn't demonstrate the emergency operation of the peak tank valve.,"The AMSA inspector pointed out that the ship staff failed to identify the hole in the fore peak tank vent hole, however the rest of the vent heads were found to be in order.",The store at fore peak has some lamps that burn-out.,There is no enough pressure in the manual pump.,The manual pump was checked and repaired by the Chief Engineer.,"To ensure that the system is working properly, the Master instructed the Chief Officer to check and inspect the emergency operation of FPT valve at regular intervals.",No,2
18432,227,Dry Bulk,8.484599589322382,The crew was unaware of the dangers associated with not segregating acids and alkalis.,The Master accidentally kept both certificates in the same file.,The crew was told to separate the chemicals in the locker.,The crew was unaware of the dangers associated with not segregating acids and alkalis.,Attached photos are evidence.,Crew training will be conducted on board to make them aware of the dangers associated with not segregating.,No,2
1315,5013,Dry Bulk,18.16016427104723,"0.05M3 RETAINED IN INCINERATOR WAST OIL ON 20.08.2022, M3: 0.05M3 RETAINED IN INCINERATOR WASTE.",The AC malfunction could not have been fixed by the crew and it was reported to the Company.,The issue with the shipyard was explained by the master.,There was no evidence that waste oil was removed from the shipyard.,The issue was discussed in the office and the Tech Dept. has been instructed to monitor the activities and make sure that proper documents are available to support the removal from the ship.,The issue was discussed in the office and the Tech Dept. has been instructed to monitor the activities and make sure that proper documents are available to support the removal from the ship.,No,1
18327,1366,Dry Bulk,18.90759753593429,The Vent Head of the Bilge Tank Crack is very old.,Poor maintenance and supervision.,Lack of documentation.,Maintenance was carried out on the FO tanks vent heads.,"The significance of inspection and maintenance of structures on deck, hull and accommodation was briefed by the master.","During the next safety committee meeting, the safety meeting master will have a discussion with the crew about the inspection method and part substitution.",No,1
13105,3188,Container,13.938398357289527,"In case of a low pressure, the M/E F.O. feeders and booster pumps cannot be started automatically.","In case of a low pressure, the M/E F.O. feeders and booster pumps cannot be started automatically.",The English version operation procedure was not created due to the first work with Bangladesh crew.,The last-minute change in the vessel's schedule resulted in difficulties with the delivery of spare parts onboard.,"The vessel's spare parts were delivered to the anchorage using a launch, and it was closed andcoded to the satisfaction of the PSCO.",The safety meeting will discuss the importance of proper monitoring and maintenance of machinery and equipment.,No,3
1315,2388,Dry Bulk,12.928131416837784,The transfer of oily water from the bilges to the tank was not recorded on ORB.,The Oil Record book states that the spill from the #2 HSFO (S) tank was verified by the CCS.,There was a small amount of water at the entrance of the pipe duct during the PSC inspection.,The master and C/E did not fully explain the PSCO's query about the related recording in the ORB.,"In order to avoid the same mistakes in the future, the chief engineer should learn ""Regulation 17 of Chapter 3 of MARPOL ANNEX I"" immediately.",Carry out self- inspection of oil record book before signature and weekly to strengthen the supervision of crew.,No,2
15109,2748,Dry Bulk,6.962354551676934,It was found that the planned maintenance schedule was not up to date.,Hatch cover box is not maintained.,Substandard acts.,A spare connection was a challenge when the vessel was calling West African and South American ports.,The main engine will need Immobilization once it arrives at the port.,Fleet messages have been sent to vessels to check their running hours.,No,2
7126,913,General Cargo,16.774811772758383,The condition of the ship and its equipment will be maintained to conform with the provisions of the present regulation to ensure that the ship will remain fit to proceed to sea without danger to the ship or persons on board.,The rope was inspected prior to the vessel's arrival and was found to be in good order during the last drill.,There is a lack of situational awareness.,The PSCO observed a leak due to the damaged gasket in the engine room.,The Chief Engineer replaced the gasket because it was the cause of the leak.,The ER was inspected and found to be in good shape.,No,1
11117,5011,Dry Bulk,15.956194387405889,There is a light on the boat deck.,There is a light on the boat deck.,There was a broken light bulb on the boat deck.,Lack of compliance was indicated by the root cause analysis.,Deficiency was noted and action taken.,"On 18 August, extraordinary refresh training on general maintenance requirements / condition of deck lights was carried out.",No,1
18416,1366,Dry Bulk,15.173169062286105,The mooring ropes deteriorated.,Two ropes were nearing the end of their use and needed to be replaced.,The inspector was given clarifications.,The officer involved in the mooring operation confirmed that the ropes were fit for purpose and that the wear on them was not enough to cause concern.,The officer involved in the mooring operation confirmed that the ropes were fit for purpose and that the wear on them was not enough to cause concern.,The Master has made it a point to inspect the mooring ropes before they are deployed and to immediately report any defects.,No,2
1320,3083,Dry Bulk,22.765229295003422,The garbage record book did not record the amount of garbage burn.,The waste oil pump on the Incinerator was out of order.,Substandard acts.,The C/O forgot to write about the quantity in the garbage record book.,The quantity of garbage was entered on top of the straight line.,A safety meeting was held and all the deficiencies were discussed.,No,1
7108,1036,Dry Bulk,8.421629021218344,The fire station has a SCBA bottle.,"Due to long voyage from China to Canada and restrictions in the ports along the way, empty bottles could not be landed.",The person failed to comply with the requirements.,The inspector noticed that one of the breathing apparatus bottles had a lower pressure.,The bottle was filled with the presence of the PSC officer.,The next safety committee meeting will discuss deficiency.,No,2
13103,4405,Dry Bulk,9.894592744695414,The fuel oil pressURE G/E NO.2 is out of order.,The fuel oil pressure gauge for No.2 G/E was malfunctioning during the inspection.,The pressure gauge was out of order.,The malfunction of the pressure gauge was an unexpected breakdown.,The PSCO was satisfied with the functioning of the faulty pressure gauge.,A thorough examination of all other pressure gauge was done to make sure they were functioning properly.,No,2
14108,1789,General Cargo,12.903490759753591,The Alarm arrangement is 15PPM.,The table of shipboard working arrangement poster does not reflect the actual work and rest schedule of engine room personnel.,There has been a sudden failure of communication equipment/switch which burn on date of inspection.,The crew failed to follow up with maintenance requirements.,In progress.,I don't know.,No,3
18304,1394,Dry Bulk,12.37782340862423,The fluorescent bulb light was broken.,A voyage or passage plan.,Substandard acts.,The internal and external lights of the vessel were inspected by the officer with satisfactory results.,The light's function was verified by the Port State Control Officer.,"Finding will be communicated to all vessels, under the management in the form of Fleet Notice, aiming to avoid re-occurrence, pointing out the importance of maintaining deck lights, on proper operational state at all times.",No,1
5102,1000164,General Cargo,14.781656399726216,Air flow line no. 7 has a smoke detection system.,Air flow line no. 7 has a smoke detection system.,There are human factors.,There are human factors.,The PCB was removed and put back.,The ship staff was told to have readily spare parts onboard.,No,2
4101,2318,Dry Bulk,6.535249828884326,It was found that the PA system wasn't working properly.,The pilot ladder was parted and the ship side railing was damaged.,The speaker got damaged because of rain water and the cable connection didn't work properly.,Monthly/weekly checks are not done because of lack of supervision.,The damaged speaker was replaced and the cable connection was checked.,The crew has been trained to check the PA system at regular intervals.,No,3
2109,439,Dry Bulk,11.06091718001369,"In the plan, there is missing evidence of periodic inspection and maintenance which must be conducted by the crew.",The rate of discharge from the holding tank approved by the Administration is not available.,The office was told.,"The class surveyor did not specify that the ship structure manual was authorized by Administration, but only that it was class seal.","If you want to apply for the re stamp, you need to contact the classification society.","2) The shore-based supervisor and captain check the ship's certificates, reports, documents, etc, and arrange to correct any problems in time.",No,2
1220,1234,General Cargo,11.137577002053389,Captain's and 3/Engineer contracts expired at the time of inspection.,"At the time of inspection, Captain's and 3/Engineer contracts are expired.",Not under their control.,Not under their control.,Master and 3/Engineers were relieved in the next port.,There is a isolated case.,No,2
10112,290,Dry Bulk,7.082819986310746,The navigation equipment and system referred to in this regulation must be tested and maintained to minimize malfunction.,"The BWMS must be maintained by the master, owner, operator, agent, or person in charge of the vessel.",The master acknowledged that the Lifeboat release hook safety pin needed to be manually removed before boarding the lifeboat.,ECDIS #1 was not communicating with VDR due to a malfunction in one of the ports.,The service technician was at the port of Mobile.,No procedural changes are required as the defect was reported to company and authorities.,No,1
3102,1657,Chemical,0.8596851471594799,Load line marking is rusted.,Title 3 is The Regulations and the Code.,The immediate cause of the defect was due to the exposure to the marine environment.,"Due to the frequent Panama Canal transits, the coating on the draft marks had worn off.","We want to make it clear that the draft and load line marks are raised, welded numbers and lines on the hull are raised and that they are perfectly clear whether they are painted or not.",The master has been requested to maintain the draft marks in a satisfactory condition.,No,1
1315,1070,Dry Bulk,4.963723477070499,The oil record book did not record the Bunkering on 13-01-2023.,There are procedures for pollution prevention.,"Negligence of the chief engineer and fourth engineer; Usually the fourth engineer records the oil record book, and chief engineer signs after checking.","Negligence of the chief engineer and fourth engineer; Usually the fourth engineer records the oil record book, and chief engineer signs after checking.",The chief engineer put a blank page in the oil record book.,The oil record book will be managed by the chief engineer.,No,1
15102,3045,General Cargo,5.166324435318275,There is a spot on the Hull.,There are several points of Hull Corrosion.,"The flap cannot move due to rusty and no greasing, the cause being lack of inspection and maintenance.",There are restrictions on carrying out overside and painting jobs at most of the ports.,The entire ship side will be blasted and painted in Sept-Oct 2022.,Master advised to keep checking for permission at each port of call for carrying out derusting and painting of the ship side.,No,1
7114,838,Dry Bulk,7.3730321697467485,The quick closing valve.,"In multi-engine installations which are supplied from the same fuel source, means of isolating the fuel supply and spill piping to individual engines shall be provided.",Chief Engineer and Second Engineer must check and verify after completing a job.,The engineer should keep in mind that safety devices need to be verified before they can be used.,A quick closing valve was attached to a laminated marking not to be overly tightened.,The engine officer was told to test quick closing if it can be done immediately after the valve is tightened.,No,3
4114,1134,Dry Bulk,20.78302532511978,The emergency generator can't connect to the switchboard.,The fence guard is not around the rotating part.,There was a two-degree difference between the main gyro and the repeater in the steering gear room.,The ship's crew didn't notice that the governor fuel regulator was out of position when the Emergency Generator failed to connect to the switchboard.,The E/G could be connected to the emergency switchboard if the governor fuel regulator was adjusted accordingly.,Strengthen training to all crew on E/G operation and highlight that the governor fuel regulator of E/G to be properly secured.,No,2
14102,5076,Dry Bulk,11.79192334017796,The oil trays will be marked in Mtrs.,The capacity bead was welded on the trays.,The manual was endorsed by the classification society and there was no instructions available to make sure it was approved by the class.,"The save-alls were marked and approved by the classification society with the capacities, while the inspector requested it to be marked in metric system.",The save-alls were stenciled in the metric system.,"If they get faded or painted over, the vessel's stencil capacities are added to it's list.",No,1
7114,1002458,Dry Bulk,12.123203285420944,The remote control for the fuel oil return line was seized.,"During the last call to Chittagong, drain valves were stolen.",It's not like it's like it's like it's like it's like it's like it's like it's like it's like it's like it's like it's like it's like it's like it,There was excessive air leaking noise from the control air cylinder of the No.2 and No.3 generator engine return line and they were not closed properly.,The air cylinder of the remote-control valves needs to be overhauled.,The deficiency will be shared to the fleet.,No,2
3110,2189,Dry Bulk,3.405886379192334,The disk from the automatic closing devices was damaged and not in place.,The hatch cleats of No.3 hold were found to be in poor condition and the vessel was in the process of freeing and fixing them.,There is a lifeboat seat that fell due to rough weather.,Failure to follow maintenance instructions is the root cause of the missing air heads.,To install the rod and change the disk of the vent-heads.,The deck crew members were trained about the maintenance guidelines and the deck maintenance manual.,No,2
7199,3050,Dry Bulk,19.822039698836413,Sounding pipe of over-flow tank in E/R is not provided with a small diameter self-closing control cock.,Sounding pipe of over-flow tank in E/R is not provided with a small diameter self-closing control cock.,"Defective tools, equipment, materials, and preventive cleaning are some of the things that can be found.","There are insufficient tools, equipment or materials.",An urgent request for material to be supplied to the next port of call was submitted to the office following the agreed PSCO corrective action plan.,"In order to ensure their proper function and to prevent similar remarks in the future, Engine Officers and personnel have been reminded on the importance of the immediate replacement of any faulty machinery or critical equipment's parts.",No,3
9112,78,Dry Bulk,5.215605749486653,Medical equipment is missing.,There is a missing LSA element.,There is a lack of two man verification check.,The medical equipment and medicines were kept on the vessel.,"In order to comply with the International Medical Guide for Ships, all required items were ordered and purchased.",The Master will deliver a training session to the responsible personnel.,No,2
10135,4639,Dry Bulk,0.7693360711841205,There was no evidence of the manual position fixing using radar range and bearings plotted to the ECDIS from the anchorage to the berths.,The officer on watch was limited to taking the compass bearing from the conning position.,Crew carelessness or improper record keeping.,The format of the passage plan was prepared by the crew.,The crew can record the details for radar range and bearing in a book and follow the recoding of the manual position fixing to the satisfaction of the inspector.,The passage plan will be revised and formatted in order to show details for visual bearing and radar range.,No,2
3103,741,Dry Bulk,11.40041067761807,There are platforms on the main deck.,The upper and lower platforms are not marked as per regulation.,"The deck crew forgot to mark on the upper and lower platform of the gangway after applying paint as routine maintenance, which was overlooked by deck officers due to lack of gangway access safety and situational awareness.",C/O did not supervise and guide deck crew to do a good maintenance job.,The deck department does work immediately.,The deck department must maintain the platform and deck.,No,2
1124,1309,Container,17.71663244353183,The new anniversary date was mentioned on the certificate as required by MARPOL VI-R9&8.,The starboard side load line is not clear.,The office was told.,Company's established procedures clearly define that the Fleet Technical department should provide updates to all ship's certificates and Master is responsible for proper reviewing of all related ISM documents on board.,The company provided an explanation related to this topic.,The Master is instructed to follow the company's established procedures for the proper inspection and maintenance of the ship's documents.,No,2
1138,3151,Chemical,9.097878165639973,The certificate and documentation is not up to date.,"There is a cover letter for the Tonnage Certificate, but it is not available on board.",NAVAREA warnings weren't updated properly.,There was an inadequate issue of the Tonnage certificate.,Disregard deficiency within 14 days.,I don't know.,No,1
18401,5076,Dry Bulk,13.032169746748805,The ship Sanitation certificate expired.,The vessel stayed at anchorage for a long time due to cargo delays not under the control of the Company.,"When heaving up the port side anchor, the windlass mooring winch gear sheared due to heavy weather.",The vessel stayed at anchorage for a long time due to cargo delays not under the control of the Company.,The validity was extended for one month by the local sanitary authorities and was verified by the local PSC officer.,The validity was extended for one month by the local sanitary authorities and was verified by the local PSC officer.,No,1
7115,4159,Dry Bulk,13.22381930184805,There are two fire dampers in the engine room.,There are two fire dampers in the engine room.,Insufficient servicing of equipment in operation is a standard act.,Insufficient assessment of preventive maintenance needs is a job/ system factor.,Grease and lubricate the mechanisms of the damper's flaps.,"If the crew had acted pro-actively during routine inspections, many of the recorded deficiencies could have been avoided.",No,2
15102,493,Dry Bulk,12.824093086926762,The safety management system should provide for specific measures to promote the reliability of equipment.,The safety management system should provide for specific measures to promote the reliability of equipment.,Substandard acts.,"The ISM Company manual did not address the Lock Out Tag out procedure, however we have a risk assessment system for safely carrying out various jobs onboard.",Dedicated placards lock out and tag out have been posted near the engine room vent fan motor and other areas where the PSC pointed out during the inspection.,"Master and Chief Engineer are recommended to treat the issue into the next scheduled safety meeting due to the fact that ""Lockout tagout procedures"" have been clearly indicated.",Yes,2
1123,3229,Dry Bulk,9.78507871321013,Information about Class society is not updated.,Information about Class society is not updated.,The manual was endorsed by the classification society and there was no instructions available to make sure it was approved by the class.,"On 13 April 2023, the classification society of the vessel was changed from Lloyd's Register Classification Society (LR Class) to the Nippon Kaiji Kyokai Classification Society (NK Class).",The new CSR was issued by the Thai Marine Department.,The master is required to submit Form 2 - Amendments to the Continuous Synopsis Record to the flag state after the change in classification society.,No,2
11101,3050,Oil,5.935660506502396,Securing arrangement for small opening through which self lowering wire passes not readily available was explained.,There are many headrests of siting positions that are missing.,"The securing screw cap was marked next to the small opening for passing self lowering wire, but it was not in the immediate vicinity.","No notice, caution or warning was posted about the location of the securing plug, which was located in the toolbox near the location.","The location of the securing plug was prominently displayed, and the duty to plug the opening was assigned to the boat conning person.","There is a notice next to the steering wheel that says ""Plug SECURING HOLE after RELEASING SELF LOWERING WIRE""",No,1
2120,5068,Dry Bulk,13.36618754277892,The name of the ship and the port need to be changed.,The ship name port of registry was found faded due to long period on the sea without specific maintenance.,The crew was in the process of changing the FW tank while the vessel was receiving fresh water.,Some letters have been stained.,The ship's name has been cleaned and painted.,The shipboard safety and health committee meeting has been restructured in order to keep the public safe.,No,1
18312,2553,Dry Bulk,10.140999315537304,"Maintenance is needed for theCover,Hatchways portside.",Steering gear has oil leaks.,The immediate cause of the defect was due to the exposure to the marine environment.,The responsible personnel onboard don't fully implement the periodically inspection and maintenance regulations.,"Master will conduct familiarization to include: ""SOM 1001-06 The Stipulation for Ship Route Maintenance"" and ""SPM-1001 Procedure for Maintenance of Ship and Equipment"".",It is the responsibility of the ship Master and the Ch/Off to ensure daily maintenance of deficiency equipment.,No,2
1124,2302,Dry Bulk,21.018480492813143,The vessel did not arrange a proper annual survey.,"During the cable break test, the fire detection system didn't show an alarm.","On endorsement of annual verification, PSC decided not to write 'R.O.C.' as a country on the DOC company address.",IAPP annual survey due date was different from the class status report.,The class immediately took action to update the survey status.,The survey status is important to make sure the annual surveys are set up correctly.,No,2
14502,968,Dry Bulk,13.36892539356605,The Gaga card instructions are illegal.,Launching instructions on the deck are not good.,The cards were old and faded.,There is a lack of regular maintenance.,The placards were inspected and replaced with legible ones.,All safety posters and warning signs will be included in the weekly inspections and maintenance routines of LSA and FFE.,No,2
